iter	MultiClass
0	1.024945304
1	0.9509640682
2	0.8864673402
3	0.8275032535
4	0.7739671438
5	0.7348458631
6	0.6921423094
7	0.6484903799
8	0.6113394465
9	0.5824202443
10	0.5502153689
11	0.5241171438
12	0.499067184
13	0.4781945858
14	0.4549463618
15	0.4335720932
16	0.4105152096
17	0.3951128124
18	0.378417114
19	0.3655069119
20	0.3519446186
21	0.3412163818
22	0.3296854021
23	0.3191027869
24	0.3085758022
25	0.3004926824
26	0.2906509257
27	0.283485579
28	0.2774139136
29	0.2696790706
30	0.2608074825
31	0.2530538826
32	0.2458949666
33	0.2395872914
34	0.2327495292
35	0.226586821
36	0.2192904698
37	0.2135425625
38	0.2089593535
39	0.2032568096
40	0.1988884968
41	0.194786967
42	0.1900013144
43	0.1855414117
44	0.1808412305
45	0.1770390417
46	0.1739796915
47	0.1702264669
48	0.1672608928
49	0.1644665927
50	0.1608028597
51	0.1575724254
52	0.1546675448
53	0.1511566834
54	0.1478243999
55	0.1452899852
56	0.1432286543
57	0.1408020234
58	0.1386772452
59	0.1368733715
60	0.1342266355
61	0.1316329724
62	0.1300737968
63	0.1277537464
64	0.1250234544
65	0.1232832666
66	0.1212581618
67	0.1195331061
68	0.117595107
69	0.1158055875
70	0.1139028801
71	0.1119395328
72	0.1103279176
73	0.1083849937
74	0.106746649
75	0.1053867843
76	0.1037200077
77	0.1016105852
78	0.1004475318
79	0.09894835177
80	0.09728125466
81	0.09589241462
82	0.09453420151
83	0.09347927685
84	0.09201119185
85	0.09101778713
86	0.08995156939
87	0.08899874188
88	0.08749531487
89	0.08582774993
90	0.0843877803
91	0.0827963191
92	0.08169560442
93	0.08069630494
94	0.07965293314
95	0.07836877019
96	0.07725593182
97	0.07636157913
98	0.07554455396
99	0.07493350638
100	0.0739681487
101	0.0731564404
102	0.07235561261
103	0.07152602911
104	0.07051219967
105	0.0697987911
106	0.06889265196
107	0.067879736
108	0.06707917688
109	0.06630477191
110	0.06556050255
111	0.06504863432
112	0.0641766597
113	0.06353346962
114	0.06287891988
115	0.06222473151
116	0.0614190064
117	0.06062103027
118	0.05992749135
119	0.05924006927
120	0.05851010733
121	0.05800765725
122	0.0574980434
123	0.05682073626
124	0.05618060385
125	0.05566058774
126	0.05518299542
127	0.05456552133
128	0.0540124249
129	0.05348165128
130	0.05290333316
131	0.05232929469
132	0.05170055588
133	0.05123603915
134	0.05069328121
135	0.05012890392
136	0.04956324295
137	0.04915900366
138	0.04866488839
139	0.04830370606
140	0.04780690766
141	0.04745020378
142	0.04714045244
143	0.04669020181
144	0.04629768431
145	0.04596973576
146	0.04552560654
147	0.04505505623
148	0.04470425388
149	0.04431875416
150	0.04396871271
151	0.0435295503
152	0.04313551178
153	0.04293190888
154	0.04252997334
155	0.04218535649
156	0.04190676046
157	0.04159567326
158	0.04121934532
159	0.04077653158
160	0.04045788647
161	0.04024537871
162	0.03998666146
163	0.03975759699
164	0.03948204902
165	0.03925013859
166	0.03880321235
167	0.03841838826
168	0.03811391405
169	0.03778552629
170	0.03746463231
171	0.03720961687
172	0.03691949263
173	0.03671236862
174	0.03649759104
175	0.03622193288
176	0.03598024671
177	0.03574260422
178	0.03547134544
179	0.03527665479
180	0.03508486434
181	0.03472148104
182	0.03451855503
183	0.03426482086
184	0.03400171844
185	0.0337566702
186	0.03350967701
187	0.03331221111
188	0.03306348162
189	0.03282215785
190	0.03264252442
191	0.03233418393
192	0.03211751911
193	0.03199133385
194	0.03179568591
195	0.0316138057
196	0.0314368798
197	0.03122383178
198	0.03103091355
199	0.03085057005
200	0.03065917049
201	0.03050189668
202	0.03023799052
203	0.03009528425
204	0.02992713969
205	0.02975399165
206	0.02961300552
207	0.02946449612
208	0.02927510605
209	0.02907703188
210	0.02894309561
211	0.02870661902
212	0.02845461453
213	0.0282807819
214	0.02812309621
215	0.02799117077
216	0.02781535217
217	0.02765403465
218	0.02748389273
219	0.02725840347
220	0.02709429109
221	0.02698115575
222	0.0268331182
223	0.02668189416
224	0.02651848354
225	0.02638158838
226	0.02624434089
227	0.02607962408
228	0.02589058979
229	0.02577630682
230	0.02564077689
231	0.02548289847
232	0.02535488043
233	0.02524151149
234	0.02512895886
235	0.02498767916
236	0.02479925539
237	0.02470785659
238	0.02453786877
239	0.02440760133
240	0.02427881203
241	0.02416923642
242	0.02401948513
243	0.02391826231
244	0.02379702692
245	0.0236214697
246	0.02354133026
247	0.02340940002
248	0.02332406616
249	0.02322280979
250	0.02313152067
251	0.02305883154
252	0.02290947916
253	0.02283763827
254	0.02267840086
255	0.02261214912
256	0.02252017188
257	0.02243182298
258	0.02233387701
259	0.02225595043
260	0.02209912036
261	0.02201787113
262	0.02189879728
263	0.02181335973
264	0.02173797119
265	0.02164820442
266	0.02154528752
267	0.02146981562
268	0.02138905676
269	0.02129829779
270	0.0211918913
271	0.02109507194
272	0.02095387011
273	0.02084465024
274	0.02075879057
275	0.02068988934
276	0.02057477294
277	0.02048350923
278	0.02042100411
279	0.02033061209
280	0.02021974142
281	0.02012913267
282	0.02002602621
283	0.01991363993
284	0.01982118932
285	0.01974384462
286	0.01966493328
287	0.01958657599
288	0.01950059528
289	0.01942367563
290	0.01934063789
291	0.01921803127
292	0.01912648998
293	0.01904950688
294	0.01893357241
295	0.01887747961
296	0.01879776943
297	0.01872139392
298	0.01865321308
299	0.01858083641
300	0.01850483644
301	0.01839541017
302	0.01833454159
303	0.01826741866
304	0.01820145507
305	0.01813104174
306	0.0180307921
307	0.01796839651
308	0.01788712805
309	0.01783171568
310	0.01776439662
311	0.01769333685
312	0.01760932861
313	0.0175319865
314	0.01745385141
315	0.01740009757
316	0.01731194569
317	0.01724992532
318	0.01719552521
319	0.0171288719
320	0.01706995334
321	0.01701609314
322	0.0169648431
323	0.01691425183
324	0.01683916572
325	0.0167614667
326	0.01670919737
327	0.01665475588
328	0.01659603314
329	0.01654602726
330	0.01647882448
331	0.01643349207
332	0.01639207301
333	0.0163024318
334	0.01624010083
335	0.0161926638
336	0.01615030136
337	0.01609987206
338	0.01604370877
339	0.01598424276
340	0.0159466374
341	0.01589685812
342	0.01585707072
343	0.01578709286
344	0.0157422835
345	0.01568827826
346	0.01562763148
347	0.01557690017
348	0.01553729689
349	0.01548010424
350	0.01540506804
351	0.01534880777
352	0.01530188797
353	0.01523259274
354	0.01518830596
355	0.01514683391
356	0.01507360663
357	0.01503337576
358	0.01497775431
359	0.01494603925
360	0.01490457869
361	0.01486061499
362	0.01481958232
363	0.01475296934
364	0.01471159849
365	0.01466023111
366	0.01462895029
367	0.01458026722
368	0.01453967213
369	0.01449367593
370	0.01442256091
371	0.01437332772
372	0.01433258227
373	0.0142896487
374	0.01425329883
375	0.01421430338
376	0.01414717022
377	0.01410424416
378	0.01406562903
379	0.01403350856
380	0.01399381592
381	0.01395513238
382	0.01392473931
383	0.01388470752
384	0.01385397682
385	0.0137990004
386	0.01376184786
387	0.01372558893
388	0.01369876283
389	0.01364980437
390	0.01360694527
391	0.01356374921
392	0.01352819023
393	0.01349783592
394	0.01346666264
395	0.01342760072
396	0.01339315928
397	0.0133648953
398	0.01330370561
399	0.01326698143
400	0.01323517215
401	0.01320057151
402	0.01316242541
403	0.01312728501
404	0.01308880208
405	0.01305611149
406	0.01302280727
407	0.01298777483
408	0.01296116193
409	0.0129302741
410	0.01289777858
411	0.01285140103
412	0.012820459
413	0.01278484413
414	0.01275756739
415	0.01271277973
416	0.01267654422
417	0.01262921109
418	0.01259211357
419	0.01255246494
420	0.01250734312
421	0.01246776753
422	0.01243817907
423	0.01240440027
424	0.01237238471
425	0.01233737123
426	0.0123107826
427	0.01226825665
428	0.0122413107
429	0.01219799779
430	0.01215577273
431	0.0121280265
432	0.01209761268
433	0.012058719
434	0.01203158595
435	0.0119875265
436	0.01196444307
437	0.01193713628
438	0.01191306024
439	0.01187828661
440	0.01184593218
441	0.01182052454
442	0.01179928328
443	0.01176795072
444	0.01174121131
445	0.0117142086
446	0.01167972754
447	0.01165742211
448	0.01162831357
449	0.01160019032
450	0.01155715079
451	0.01152249749
452	0.01150137883
453	0.01147153943
454	0.01144955185
455	0.01141057723
456	0.01137959757
457	0.01135053679
458	0.0113245642
459	0.01129397796
460	0.01126767148
461	0.01123746881
462	0.01121292598
463	0.01119066045
464	0.01116337111
465	0.01112095849
466	0.01109154604
467	0.0110586495
468	0.01103729964
469	0.01099719737
470	0.0109763412
471	0.01095525649
472	0.01092891426
473	0.01091288308
474	0.01088848507
475	0.01086530442
476	0.01084486473
477	0.01080828792
478	0.01078760925
479	0.01075846298
480	0.01073949253
481	0.01071731677
482	0.01069513535
483	0.01067784584
484	0.01065419448
485	0.01063431722
486	0.01060722064
487	0.01057885612
488	0.01055387546
489	0.01053089855
490	0.01051349204
491	0.01048542746
492	0.01046093364
493	0.01042614433
494	0.01038785628
495	0.01035566928
496	0.01033156514
497	0.01031316341
498	0.01028794037
499	0.01026529085
500	0.01024140612
501	0.01022474249
502	0.01020329158
503	0.01018367466
504	0.01016248551
505	0.01013822206
506	0.01011152945
